0	1	4.0394
0	2	6.3558
0	4	6.5256
1	1	2.4493
1	2	3.8650
1	4	4.1004
2	1	2.2459
2	2	3.5446
2	4	3.7417
3	1	1.8361
3	2	2.9465
3	4	3.1674
4	1	1.6479
4	2	2.6971
4	4	2.9199
5	1	1.3349
5	2	2.2321
5	4	2.4390
6	1	1.1787
6	2	2.0154
6	4	2.0488
7	1	0.9033
7	2	1.5333
7	4	1.6732
8	1	0.7584
8	2	1.3060
8	4	1.4306
9	1	0.5392
9	2	0.9145
9	4	1.0268
10	1	0.3837
10	2	0.6181
10	4	0.6754
11	1	0.3769
11	2	0.6069
11	4	0.6614
